id,rank,symbol,name,supply,maxSupply,marketCapUsd,volumeUsd24Hr,priceUsd,changePercent24Hr,vwap24Hr,explorer
iota,67,MIOTA,IOTA,2779530283.0000000000000000,2779530283.0000000000000000,420152185.0344987111615329,1239264.0088302347670497,0.1511594198502563,-1.5878924669986934,0.1522118284067631,https://thetangle.org/
huobi-token,68,HT,Huobi Token,162233844.0000000000000000,500000000.0000000000000000,391574081.1660819900558216,2690619.7228505231757397,2.4136399132975114,-0.6556352455815411,2.4140212909558621,https://etherscan.io/token/0x6f259637dcd74c767781e37bc6133cd6a68aa161
ftx-token,69,FTT,FTX Token,328895103.8132070000000000,352170015.0000000000000000,370109146.7947764687743352,8231902.6026672106911888,1.1253106005645393,-0.5299208562897487,1.1322802316714101,https://etherscan.io/token/0x50d1c9771902476076ecfc8b2a83ad6b9355a4c9
compound,70,COMP,Compound,7827213.7835756500000000,10000000.0000000000000000,367962087.5393631671834209,62392474.7554136061084802,47.0106091022429801,-4.0684982466762466,48.4050601454787388,https://etherscan.io/token/0xc00e94cb662c3520282e6f5717214004a7f26888
klaytn,71,KLAY,Klaytn,3185529219.0609000000000000,,363440587.3055095692274439,1494912.6913258822862812,0.1140911171465106,0.1832627957053110,0.1140610371018008,https://scope.klaytn.com/blocks
mina,72,MINA,Mina,970294808.8400393000000000,,363194665.5502177057208940,4091961.7042913564199113,0.3743137263450960,-0.7034335895728012,0.3757165477844431,https://minaexplorer.com/
gatetoken,73,GT,GateToken,96042670.2508716000000000,,358245869.6570307226821563,1200993.6135710866108697,3.7300698608364608,-2.7544576664038937,3.7146212268962289,
casper,74,CSPR,Casper,11328069056.0000000000000000,,354947868.4425844739128320,1020057.5663404424092584,0.0313334838168720,0.3508576199845206,0.0312299620872040,https://casperstats.io/
gala,75,GALA,Gala,23824157447.8805120000000000,50000000000.0000000000000000,343964058.9636200024726958,40771970.8186047176505173,0.0144376169321455,6.5061289952375471,0.0140750568838547,https://ethplorer.io/es/address/0x15d4c048f83bd7e37d49ea4c83a07267ec4203da#chart=candlestick
trust-wallet-token,76,TWT,Trust Wallet Token,416649900.0000000000000000,1000000000.0000000000000000,324520592.0147641613163000,760479.3268900615450584,0.7788807629973370,0.8608856603056324,0.7769988148533016,https://explorer.binance.org/asset/TWT-8C2
dash,77,DASH,Dash,11457872.0308388000000000,18900000.0000000000000000,321610031.3225092205309462,25173755.3856157764016966,28.0689145817737864,2.4068129914903544,27.0917595398409551,https://explorer.dash.org
dydx,78,DYDX,dYdX,156256174.0000000000000000,1000000000.0000000000000000,302356660.9022567264135666,5240350.3574042267867207,1.9350061707146159,0.2644438274723021,1.9384250796464117,
wootrade,79,WOO,WOO Network,1750710964.9264660000000000,,298268448.0595877775411511,4206792.5885915090439222,0.1703698977358697,1.5842749565396766,0.1673056634803597,https://etherscan.io/token/0x4691937a7508860f876c9c0a2a617e7d9e945d4b
nexo,80,NEXO,Nexo,560000011.0000000000000000,1000000000.0000000000000000,290878608.1280228811387438,156590.3985696917076846,0.5194260757398858,0.8578924602478790,0.5574839767971415,https://etherscan.io/token/0xb62132e35a6c13ee1ee0f84dc5d40bad8d815206
